bikes_4100_14760_5.csvriga;nome attributo;valore da imputare;valore imputato
2349;model_year;2013;2015
1219;price;125000;?
3066;model_year;2016;?
3708;price;145000;?
3752;price;125000;?
4027;company;Bajaj;?
1597;location;coimbatore;?
530;price;23500;?
3013;mileage;65.0;?
2790;kms_driven;58000;?
4028;kms_driven;14326;?
3865;owner;first;first
1280;price;120000;?
1891;model_year;2017;2017
2140;kms_driven;9000;?
263;mileage;5.0;?
1210;price;74700;?
2500;model_year;2016;2015
3171;location;delhi;?
2318;mileage;40.0;?
3454;model_year;2017;2018
272;kms_driven;18721;?
3915;model;Standard;?
2043;model_year;2017;2017
2413;price;90000;?
3809;kms_driven;9300;?
1511;company;Bajaj;Hero
3164;price;111100;?
3591;owner;first;first
3157;power;16.0;?
265;mileage;55.0;?
2259;power;19.8;19.8
176;mileage;38.0;?
421;power;27.2;?
3711;kms_driven;50000;?
1246;price;62000;?
976;company;Kawasaki;Royal-Enfield
3211;price;92000;?
3608;company;Hero;Bajaj
605;model;Passion;?
721;location;ahmedabad;?
1747;price;7500;?
2099;owner;first;first
2970;price;85000;?
1632;power;14.6;?
1928;mileage;35.0;?
4009;mileage;64.0;?
654;price;56000;?
368;model_year;2010;2017
2237;power;16.0;?
1589;model_year;2016;2015
2004;owner;first;first
2601;owner;first;first
3087;company;Royal-Enfield;?
1961;mileage;25.0;?
370;company;Hero;?
3625;model;Street;?
2479;company;UM;UM
2670;price;73000;?
3610;power;25.0;?
3033;model_year;2012;?
2873;model_year;2016;2014
3468;location;ahmedabad;?
2961;model;Avenger;?
342;location;hyderabad;?
2866;location;chennai;?
352;mileage;35.0;?
44;owner;second;first
2362;mileage;57.0;89.0
1034;owner;first;first
141;company;Royal-Enfield;Harley-Davidson
493;kms_driven;9100;?
3156;price;52000;?
2454;location;delhi;?
3450;model;Thunderbird;?
4001;kms_driven;39000;?
2934;model_year;2015;?
2250;company;Bajaj;Harley-Davidson
3129;owner;first;first
2032;location;chennai;?
360;location;delhi;?
2914;owner;first;first
1769;price;48400;?
3016;owner;first;first
1694;kms_driven;9164;?
657;location;bangalore;?
1781;model;Star;?
1231;model_year;2016;?
2663;model;Thunderbird;?
3300;model;CBR;?
2527;kms_driven;4000;?
3957;kms_driven;28900;?
3972;power;16.0;?
2645;location;mumbai;?
1063;kms_driven;4000;?
3452;owner;first;first
3720;location;ghaziabad;?
300;model;YZF-R15;?
2315;location;rajkot;?
7;company;Royal-Enfield;Royal-Enfield
489;owner;first;first
1714;price;38500;?
1580;power;15.0;?
408;price;91662;?
3684;price;101900;?
1826;company;Royal-Enfield;Royal-Enfield
1348;company;Honda;Harley-Davidson
3283;kms_driven;3200;?
1427;model_year;2019;2017
2655;model;Thunderbird;?
461;location;delhi;?
1765;price;155000;?
3828;company;Royal-Enfield;?
3632;power;24.8;?
2490;location;delhi;?
3811;model;Classic;?
2106;owner;first;first
3893;power;7.5;14.0
3040;mileage;40.0;?
2860;mileage;84.0;?
2029;owner;first;first
3739;price;140000;?
3819;company;Royal-Enfield;Royal-Enfield
3564;price;178000;?
2334;price;130000;?
3792;model_year;2018;?
3342;location;mumbai;?
3897;company;Hero;?
1083;kms_driven;12000;?
3819;mileage;32.0;?
4024;location;chennai;?
970;power;70.0;?
3440;mileage;32.0;?
3131;mileage;30.0;?
2936;location;chennai;?
3691;model_year;2018;?
2462;location;noida;?
1646;mileage;52.0;?
1311;mileage;32.0;?
3297;model;Classic;?
2031;model;Bullet;?
1358;power;11.8;?
847;company;Bajaj;?
2894;price;195400;?
3910;model_year;2016;2017
2208;owner;first;first
1893;location;gurgaon;?
3055;location;pune;?
2870;owner;first;first
3978;model_year;2009;2017
239;owner;first;first
469;kms_driven;11250;?
2512;price;39400;?
1773;owner;first;first
729;location;faridabad;?
1709;owner;first;first
2403;kms_driven;12000;?
53;company;Yamaha;Bajaj
347;price;36814;?
3200;owner;first;first
1903;model_year;2016;2016
2679;owner;first;first
860;kms_driven;30000;?
3230;company;Bajaj;?
1089;mileage;22.0;?
1204;owner;first;first
1446;model_year;2015;2018
2432;model;Street;?
43;kms_driven;30000;?
3784;kms_driven;12000;?
2451;power;24.8;?
2723;mileage;25.0;?
930;kms_driven;23000;?
1258;owner;first;first
535;location;delhi;?
686;company;Bajaj;Royal-Enfield
1319;model;Apache;?
1540;owner;first;first
2278;location;indore;?
1713;model;Gixxer;?
1500;owner;first;first
854;power;19.1;?
3222;power;14.3;?
3597;company;Royal-Enfield;Harley-Davidson
268;power;17.0;17.0
1006;company;UM;Hero
21;mileage;35.0;?
2791;price;25000;?
4047;owner;first;first
3347;model;Classic;?
36;company;Suzuki;?
3663;company;Hero;Hero
1237;kms_driven;12915;?
4010;power;19.0;21.0
3535;price;84000;?
2909;kms_driven;8100;?
2346;mileage;35.0;?
949;model;Passion;?
2371;power;21.0;?
1283;model_year;2011;?
3684;location;mumbai;?
380;price;61000;?
3676;price;48900;?
541;owner;first;first
4015;model;Splendor;?
3020;kms_driven;43000;?
310;kms_driven;42344;?
825;mileage;5.0;?
1893;mileage;40.0;?
430;model;Pulsar;?
1782;price;70000;?
2909;owner;first;first
3883;kms_driven;17203;?
1693;price;120000;?
3790;company;Bajaj;Harley-Davidson
3881;company;Hero;Hero
3631;location;delhi;?
115;power;27.2;?
2192;company;Hero;Bajaj
3283;mileage;55.0;?
1895;kms_driven;20000;?
284;kms_driven;46453;?
3488;company;Royal-Enfield;KTM
596;location;delhi;?
1604;location;delhi;?
1165;location;delhi;?
560;company;Royal-Enfield;Royal-Enfield
2234;owner;first;first
1933;mileage;65.0;?
3665;model_year;2017;?
2686;model_year;2019;2018
2738;company;UM;UM
330;model_year;2017;?
3427;model_year;2018;2021
676;company;Bajaj;Royal-Enfield
3607;company;Royal-Enfield;Harley-Davidson
3321;model;Pulsar;?
2930;location;dehradun;?
2381;model;Thunderbird;?
129;power;12.5;15.0
1329;owner;first;first
3858;company;Royal-Enfield;Royal-Enfield
1477;model;Avenger;?
2219;kms_driven;4000;?
3638;model_year;2017;2020
2128;location;mumbai;?
2495;model;Renegade;?
431;owner;first;first
618;location;mumbai;?
2048;location;bangalore;?
2689;kms_driven;7965;?
3352;mileage;35.0;?
3795;price;69825;?
205;model;Thunderbird;?
160;location;bangalore;?
1871;price;36000;?
2397;mileage;64.0;?
4044;location;delhi;?
3086;price;197200;?
3787;model_year;2016;?
1816;mileage;75.0;?
3274;location;kolkata;?
3574;kms_driven;14000;?
432;power;16.8;?
2361;price;38500;?
2652;kms_driven;9000;?
658;company;Bajaj;?
2872;owner;first;first
3600;price;105786;?
1637;model_year;2016;2014
3800;owner;first;first
1776;model;HF;?
2419;model_year;2017;2013
2213;company;Harley-Davidson;?
224;mileage;42.5;?
308;owner;first;first
566;kms_driven;20000;?
1704;model;Sport;?
3577;kms_driven;40000;?
94;company;Royal-Enfield;Royal-Enfield
2314;owner;first;first
1369;power;19.0;?
1194;model_year;2019;2019
2683;kms_driven;11000;?
2654;location;delhi;?
1166;mileage;40.0;?
2228;mileage;20.0;?
2690;price;72000;?
1860;model;Pulsar;?
2721;price;300000;?
1159;mileage;35.0;?
91;mileage;38.0;?
3098;company;Hero;Hero
3337;mileage;81.0;?
2476;kms_driven;12300;?
3934;power;19.0;?
1518;kms_driven;17000;?
1809;kms_driven;9821;?
3167;owner;first;first
1298;model_year;2016;?
1830;model_year;2017;2020
1818;kms_driven;36922;?
460;model;Discover;?
3944;company;Yamaha;Harley-Davidson
3038;price;88000;?
501;mileage;35.0;?
2549;company;Royal-Enfield;?
3092;model_year;2011;2020
2568;location;delhi;?
1698;company;Royal-Enfield;Royal-Enfield
2155;location;gurgaon;?
3447;company;Hero;?
2144;model_year;2015;2018
2390;location;chandigarh;?
618;owner;first;first
401;model;Pulsar;?
2643;location;ahmedabad;?
257;company;Royal-Enfield;?
1544;kms_driven;5700;?
3921;kms_driven;7000;?
1837;location;bangalore;?
3334;price;99100;?
3675;price;170000;?
2381;mileage;30.0;?
1051;model;YZF-R15;?
1673;kms_driven;56735;?
604;kms_driven;21500;?
713;power;27.2;?
1238;model_year;2019;2017
1513;model_year;2013;2018
3554;model_year;2017;2018
3672;price;550000;?
3719;kms_driven;55000;?
2877;kms_driven;22000;?
2572;owner;first;first
1898;owner;first;first
955;power;19.8;?
1211;owner;first;first
733;location;bangalore;?
3845;location;delhi;?
2656;model;Thunderbird;?
2929;owner;first;first
1519;location;vadodara;?
2358;kms_driven;16500;?
1096;location;coimbatore;?
1657;location;mumbai;?
3558;model;Classic;?
1569;mileage;32.0;?
2870;kms_driven;16600;?
2187;kms_driven;20000;?
1278;location;kalyan;?
3509;power;37.73;?
3000;model;Bullet;?
2043;location;delhi;?
2915;power;16.7;?
3025;company;Royal-Enfield;?
1025;kms_driven;9200;?
2361;power;8.2;?
3337;location;faridabad;?
3240;company;Royal-Enfield;Royal-Enfield
420;model;Avenger;?
1623;owner;first;first
3839;power;27.2;19.8
2485;model_year;2016;2016
3336;price;30000;?
786;mileage;40.0;?
3776;kms_driven;9300;?
1730;kms_driven;10000;?
1657;company;Royal-Enfield;?
3539;location;delhi;?
1720;price;31300;?
3213;model;Classic;?
2963;power;25.1;?
3359;owner;first;first
3461;model;Pulsar;?
3201;model;Gixxer;?
3493;kms_driven;30000;?
2765;kms_driven;15400;?
2436;owner;first;first
2447;mileage;35.0;?
2284;model_year;2018;?
3234;model_year;2017;?
3467;location;hyderabad;?
2011;owner;first;first
3609;company;Royal-Enfield;Harley-Davidson
2190;company;Yamaha;Harley-Davidson
2241;mileage;38.0;?
2174;kms_driven;10000;?
1640;mileage;40.0;?
3423;location;bangalore;?
3903;company;Bajaj;?
4047;mileage;40.0;?
1990;location;bangalore;?
263;kms_driven;17465;?
3130;model;Bullet;?
2307;kms_driven;14000;?
798;power;13.0;?
2661;kms_driven;6900;?
3887;company;Royal-Enfield;Harley-Davidson
1677;owner;first;first
1084;kms_driven;23000;?
69;mileage;38.0;?
137;owner;first;first
2183;model_year;2017;2015
778;model;Gixxer;?
1566;model_year;2011;?
2134;model;Forty;?
4025;model_year;2011;2013
901;location;mumbai;?
1382;model;YZF-R15;?
1315;power;19.0;?
2292;owner;first;first
1131;kms_driven;13000;?
471;location;hyderabad;?
1274;price;73600;?
3768;company;Yamaha;?
1825;power;19.8;19.8
842;company;Hero;Hero
2930;price;390000;?
705;model_year;2018;?
3035;price;57000;?
1296;model;RC;?
3434;model;Bullet;?
2768;kms_driven;29324;?
3323;company;TVS;?
1206;model_year;2019;2020
3454;location;pune;?
2228;price;295000;?
1106;model;RC;?
4067;price;26000;?
461;owner;first;first
1287;company;Royal-Enfield;?
489;model_year;2014;2017
997;mileage;65.0;?
845;model_year;2017;2016
3439;location;bangalore;?
1591;mileage;55.47;?
2672;model;YZF-R15;?
372;location;ahmednagar;?
170;location;mumbai;?
3916;price;23000;?
1532;mileage;35.0;?
264;location;delhi;?
1766;location;chandigarh;?
2345;mileage;35.0;?
609;model;Super;?
4043;model_year;2016;2013
3971;model;CD;?
1952;location;thane;?
873;price;47300;?
1898;mileage;43.0;?
137;model;Duke;?
315;power;25.1;?
1533;model_year;2017;?
1634;power;24.6;?
3126;model;Bullet;?
3559;mileage;55.0;?
1015;power;15.0;?
3022;price;130000;?
1594;kms_driven;25000;?
2322;location;delhi;?
1373;location;mumbai;?
4049;location;delhi;?
3547;mileage;35.0;?
905;mileage;65.0;?
3895;model;CD;?
2170;owner;first;first
3097;power;19.8;?
756;location;delhi;?
2934;power;25.0;?
846;owner;first;first
1026;mileage;63.0;?
3932;mileage;45.0;?
4076;location;faridabad;?
652;model;FZS;?
11;owner;first;first
2316;model;Radeon;?
2741;owner;first;first
3703;mileage;35.0;?
3914;power;8.2;?
2331;model_year;2012;?
3035;company;Honda;Bajaj
368;location;bangalore;?
325;company;Royal-Enfield;?
73;model_year;2018;?
2881;model;FZs;?
3160;kms_driven;9900;?
2670;location;delhi;?
3253;kms_driven;20000;?
66;model;Gixxer;?
1488;location;mumbai;?
3607;owner;first;first
3104;model_year;2019;?
3505;model_year;2015;?
511;model;Pulsar;?
2556;location;delhi;?
1084;model_year;2017;2018
774;kms_driven;9000;?
2953;kms_driven;9500;?
932;company;Hero;Yamaha
1703;model;TNT;?
3789;price;465000;?
3601;company;Yamaha;?
2606;power;27.2;?
2782;model_year;2017;2003
3262;mileage;55.0;?
709;kms_driven;20000;?
1485;company;Royal-Enfield;Royal-Enfield
855;location;noida;?
1154;company;KTM;Royal-Enfield
2767;company;Bajaj;Harley-Davidson
2885;model_year;2016;?
3670;kms_driven;34407;?
2029;location;delhi;?
273;mileage;40.0;?
251;model;Thunderbird;?
553;mileage;35.0;?
334;company;Royal-Enfield;?
1290;model;Avenger;?
3176;location;tiruvallur;?
3103;model_year;2016;2016
477;kms_driven;10000;?
2459;model;Discover;?
2255;mileage;65.0;?
41;kms_driven;5389;?
2307;model;Avenger;?
3038;power;16.0;?
3665;model;Street;?
287;company;Royal-Enfield;?
2249;company;Bajaj;Harley-Davidson
2578;kms_driven;10000;?
3864;model_year;2010;2018
3619;price;185000;?
3821;owner;second;first
3704;price;154900;?
3361;model;Discover;?
3149;model;RC;?
1057;power;77.0;?
384;mileage;55.0;?
352;kms_driven;3200;?
2692;location;ludhiana;?
4098;kms_driven;6407;?
3126;location;faridabad;?
3402;mileage;50.0;?
423;location;delhi;?
3485;power;19.8;?
567;location;pune;?
527;model_year;2018;2018
1346;owner;first;first
2866;model;Classic;?
2783;location;chennai;?
969;power;8.2;?
248;power;14.3;?
2260;kms_driven;12000;?
3700;kms_driven;3430;?
534;location;bangalore;?
3333;price;68000;?
1005;model;Avenger;?
2518;mileage;57.0;?
3689;model;Renegade;?
8;power;24.5;?
611;kms_driven;19456;?
2361;kms_driven;21000;?
3445;kms_driven;31000;?
3572;price;160000;?
1254;mileage;35.0;?
2785;price;160000;?
3857;model_year;2016;2017
3271;owner;first;first
1513;owner;first;first
679;company;Royal-Enfield;Royal-Enfield
3732;price;50000;?
3366;model;Avenger;?
180;power;19.8;?
124;price;185000;?
3997;model;Centuro;?
34;power;27.2;?
2353;company;Bajaj;?
3387;location;bangalore;?
1632;owner;first;first
1874;mileage;42.0;?
2851;price;330000;?
672;power;8.5;?
3054;location;bangalore;?
2713;kms_driven;6460;?
3155;model;Classic;?
1331;company;Hero;Hero
3949;owner;first;first
2818;model;CBR;?
3234;price;86475;?
1092;company;Yamaha;Hyosung
3833;mileage;40.0;?
3158;power;19.8;?
591;company;Royal-Enfield;?
983;model_year;2020;?
3124;owner;first;first
1257;model;Avenger;?
82;mileage;32.0;?
130;model;Bullet;?
2867;model;Pulsar;?
3653;owner;first;first
2324;price;104000;?
3413;model;V15;?
3375;price;35500;?
126;owner;first;first
3867;power;25.0;19.8
723;price;22000;?
1203;power;24.8;?
2141;model;TNT;?
1254;price;135000;?
435;location;hyderabad;?
1923;owner;first;first
828;model;RC;?
3526;mileage;35.0;?
1397;model_year;2012;?
3028;owner;first;first
3913;price;115000;?
3666;price;116800;?
3413;model_year;2018;2018
4040;kms_driven;16206;?
3173;kms_driven;16181;?
696;model;Duke;?
127;price;35000;?
3815;owner;first;first
1852;kms_driven;15000;?
2689;price;156000;?
3478;price;47500;?
1409;power;8.1;8.2
3719;location;ghaziabad;?
1831;owner;first;first
1187;kms_driven;26000;?
895;company;Bajaj;?
2539;mileage;42.0;?
579;location;pune;?
699;model_year;2015;2015
3518;owner;first;first
633;model_year;2017;?
3777;mileage;40.0;?
3033;price;65000;?
1540;location;mumbai;?
1241;model_year;2016;?
3006;location;pune;?
352;location;vadodara;?
3540;company;Royal-Enfield;Royal-Enfield
3620;model;Renegade;?
1711;power;11.8;?
1068;model;Passion;?
2344;kms_driven;18000;?
2629;kms_driven;13200;?
3237;mileage;35.0;?
1030;location;mumbai;?
817;location;mumbai;?
1974;power;17.0;?
2642;owner;first;first
207;location;ahmedabad;?
3391;model_year;2015;2021
3335;company;Harley-Davidson;Hero
949;location;mumbai;?
3949;company;Yamaha;?
1313;model_year;2015;2016
2971;kms_driven;11950;?
3420;mileage;5.0;?
4052;power;21.0;?
3987;company;Suzuki;?
2290;model_year;2017;2017
507;company;Royal-Enfield;Royal-Enfield
2380;power;19.0;?
35;model;Classic;?
4097;owner;first;first
399;model_year;2016;2018
492;kms_driven;11000;?
2680;kms_driven;56000;?
1598;power;11.8;?
1492;mileage;26.0;?
186;location;delhi;?
271;kms_driven;25000;?
33;location;mumbai;?
3364;model;CD;?
3363;power;19.0;?
2976;model_year;2018;2019
2014;kms_driven;34000;?
2279;location;thane;?
3066;price;61000;?
3636;company;Royal-Enfield;?
3082;model_year;2016;2012
3044;price;70000;?
3539;kms_driven;34061;?
1860;power;17.0;?
231;power;11.0;?
1461;price;129687;?
2042;kms_driven;24000;?
1585;mileage;25.0;?
1912;location;chennai;?
1537;model;Bullet;?
3891;power;8.2;?
1266;price;390000;?
1070;kms_driven;20000;?
1160;price;127500;?
2263;mileage;38.0;?
1436;model;Gixxer;?
3380;power;19.8;?
694;location;delhi;?
2409;company;Bajaj;Harley-Davidson
3917;company;Hero;Hero
2904;model_year;2017;2017
1569;model_year;2019;?
1357;kms_driven;16000;?
2313;kms_driven;36000;?
1246;company;Hero;?
335;owner;first;first
3233;owner;second;first
159;location;delhi;?
3370;model;Karizma;?
3277;kms_driven;9259;?
95;power;19.8;?
1517;price;45000;?
1962;model_year;2015;2015
2268;company;Bajaj;Harley-Davidson
2593;owner;first;first
2456;kms_driven;5200;?
3971;model_year;2012;2014
3493;company;Royal-Enfield;?
1312;power;19.0;?
870;power;8.2;?
2977;model;Passion;?
3284;company;Royal-Enfield;?
82;price;175000;?
289;model_year;2012;?
1342;owner;first;first
764;owner;first;first
2044;price;180000;?
1189;company;Bajaj;Royal-Enfield
3765;mileage;65.0;?
1536;mileage;35.0;?
2640;model_year;2017;2016
1289;mileage;40.0;?
286;mileage;40.0;?
3733;owner;first;first
3204;power;19.8;?
585;location;delhi;?
1172;location;bangalore;?
1276;model;Gixxer;?
3731;power;19.8;?
823;location;vadodara;?
2415;model_year;2017;2017
1616;power;8.17;?
2198;model_year;2019;2010
925;power;16.0;8.2
3421;location;bangalore;?
1552;location;pune;?
3136;mileage;35.0;?
2887;kms_driven;23957;?
484;mileage;35.0;?
2347;kms_driven;22000;?
2957;model_year;2017;2015
3429;power;25.1;?
3956;kms_driven;9000;?
28;kms_driven;55000;?
3349;mileage;38.0;?
702;mileage;38.0;?
2718;company;Hero;?
2876;price;69999;?
267;company;Bajaj;?
4020;kms_driven;38000;?
2022;price;168000;?
1593;kms_driven;14000;?
2908;power;47.0;?
2586;company;KTM;?
1700;power;19.8;19.0
1597;mileage;32.0;?
31;power;17.0;?
4023;kms_driven;25999;?
1833;mileage;65.0;?
1549;model_year;2019;?
3624;model_year;2017;2019
1094;model_year;2018;?
2208;power;9.0;?
583;mileage;32.0;?
2360;model_year;2016;2013
1454;company;Royal-Enfield;?
591;price;75000;?
3631;model_year;2008;?
605;company;Hero;Hero
3386;power;13.0;?
426;kms_driven;19000;?
961;mileage;35.0;?
2407;model;Street;?
361;price;42000;?
3905;kms_driven;2656;?
1075;company;Royal-Enfield;Harley-Davidson
385;model_year;2009;2017
577;kms_driven;6000;?
412;mileage;38.0;?
3776;company;UM;?
1649;company;Suzuki;?
2437;price;375000;?
2712;power;24.5;?
4019;kms_driven;46000;?
1894;company;Benelli;?
3431;location;jaipur;?
486;power;12.9;12.9
402;power;21.0;21.0
1196;price;120000;?
312;location;ahmedabad;?
813;model;V12;?
1846;price;72300;?
2473;price;80000;?
2797;mileage;65.0;?
2364;model_year;2015;2012
1872;model_year;2017;2021
1012;kms_driven;18986;?
588;power;16.0;?
639;owner;first;first
379;price;91000;?
1757;model_year;2017;?
543;price;57501;?
2305;location;mumbai;?
4083;company;TVS;?
3135;model_year;2017;2017
1155;mileage;18.0;?
1003;price;47000;?
3667;mileage;37.0;?
1042;company;Bajaj;Hero
2411;price;181562;?
3592;location;mumbai;?
2229;mileage;5.0;?
1500;power;19.0;?
1472;mileage;40.0;?
349;power;19.8;?
761;power;29.1;29.1
384;kms_driven;14322;?
869;price;65000;?
2650;power;7.0;?
3983;power;8.0;?
2334;owner;first;first
2442;model;Classic;?
3513;company;Harley-Davidson;?
282;model_year;2019;2017
1691;mileage;40.0;?
3712;power;8.0;?
749;kms_driven;7500;?
1158;company;Bajaj;?
3246;mileage;40.0;?
379;power;20.3;?
2136;mileage;20.0;?
807;mileage;25.0;?
2547;price;75000;?
3833;model;Thunderbird;?
1160;location;bangalore;?
2677;power;16.0;8.2
204;location;ambala;?
3862;model;Gixxer;?
1992;price;38400;?
2792;mileage;60.0;?
2910;mileage;32.0;?
8;location;ghaziabad;?
986;price;21700;?
1945;mileage;65.0;?
2094;price;38000;?
1514;price;110000;?
513;company;Royal-Enfield;Royal-Enfield
3154;company;Hero;Hero
2457;power;19.8;19.8
1191;price;45000;?
2875;price;140000;?
3564;kms_driven;8300;?
708;mileage;40.0;?
1284;power;19.0;?
3204;mileage;35.0;?
299;power;19.8;?
433;company;Yamaha;Harley-Davidson
1667;location;mumbai;?
205;model_year;2015;?
131;location;hyderabad;?
