Age;Gender;Country;state;self_employed;family_history;treatment;work_interfere;no_employees;remote_work;tech_company;benefits;care_options;wellness_program;seek_help;anonymity;leave;mental_health_consequence;phys_health_consequence;coworkers;supervisor;mental_health_interview;phys_health_interview;mental_vs_physical;obs_consequence
23;Trans-female;United States;MA;No;No;No;Rarely;More than 1000;No;Yes;Yes;Yes;No;No;Yes;Somewhat difficult;Maybe;No;Yes;Yes;No;No;No;No
33;Male;United States;CA;No;No;No;Never;More than 1000;No;Yes;Don't know;Not sure;Yes;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;Yes;No
25;Male;United States;WA;No;No;No;?;More than 1000;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;Don't know;No;No;Yes;Yes;Maybe;Yes;Yes;No
33;Male;United States;CA;No;Yes;No;Never;More than 1000;No;Yes;No;No;No;No;Don't know;Don't know;Yes;No;No;No;No;Maybe;No;No
29;Male;United States;NY;No;No;No;Never;More than 1000;No;Yes;Yes;Not sure;Yes;Don't know;Don't know;Somewhat easy;No;No;Some of them;Yes;No;No;Don't know;No
28;male;United States;TX;No;No;No;?;More than 1000;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No
29;Male;United States;GA;No;No;No;Never;More than 1000;No;Yes;Yes;Yes;No;Yes;Don't know;Don't know;Yes;Yes;No;No;No;No;Don't know;No
33;Male;United States;IL;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;No;Don't know;Very easy;Maybe;No;Yes;Some of them;No;Yes;No;No
39;Male;United States;IA;No;No;Yes;Often;More than 1000;No;Yes;Yes;Not sure;No;No;Don't know;Somewhat easy;No;No;Yes;Yes;No;No;Don't know;No
37;Male;United Kingdom;?;Yes;No;Yes;Sometimes;More than 1000;No;No;No;Yes;Yes;Yes;Yes;Very difficult;Yes;Yes;Some of them;No;No;Maybe;Yes;No
-29;Male;United States;MN;No;No;No;?;More than 1000;Yes;No;Yes;No;Don't know;Yes;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
30;Female;United States;PA;No;Yes;No;?;More than 1000;Yes;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;Maybe;Don't know;No
37;Male;United Kingdom;?;No;Yes;Yes;Rarely;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat difficult;Yes;Maybe;Some of them;No;No;Yes;No;Yes
27;Male;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;No;Some of them;No;Maybe;Don't know;No
36;Male;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;Maybe;Don't know;Yes
31;M;United States;CA;No;No;No;Never;More than 1000;No;Yes;Yes;No;No;Yes;Don't know;Don't know;No;No;Some of them;Some of them;No;No;Don't know;No
26;Male;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Don't know;Don't know;Yes;Somewhat easy;No;No;Yes;Yes;No;No;Don't know;No
22;M;India;?;No;No;Yes;Never;More than 1000;No;Yes;Don't know;Not sure;No;No;Don't know;Very difficult;Yes;Maybe;No;No;Maybe;Maybe;No;No
34;Female;Canada;?;No;Yes;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;No;Don't know;Somewhat easy;No;No;Some of them;Yes;No;No;No;No
45;M;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Yes;Yes;Some of them;Some of them;No;No;Don't know;No
43;Male;United States;WA;No;Yes;Yes;Often;More than 1000;Yes;Yes;Yes;Not sure;No;Don't know;Don't know;Very difficult;Yes;Maybe;No;No;No;No;No;No
35;Female;United States;CA;No;Yes;Yes;Never;More than 1000;No;Yes;Yes;Not sure;Don't know;No;Yes;Somewhat easy;Maybe;No;No;No;No;No;Don't know;No
26;Male;United States;CA;No;No;No;Rarely;More than 1000;No;Yes;Yes;No;No;No;Yes;Somewhat easy;No;No;Some of them;Yes;No;Maybe;No;No
28;Male;United Kingdom;?;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;No;No;Maybe;Don't know;No
28;Male;United States;MI;No;No;Yes;Sometimes;More than 1000;No;Yes;No;Yes;No;No;Yes;Very difficult;Yes;No;No;Some of them;No;No;No;No
38;Male;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;No;Don't know;Not sure;Don't know;Don't know;Don't know;Very difficult;Yes;No;No;No;No;Maybe;No;No
37;F;United States;NC;No;Yes;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;No;Maybe;Yes;No
27;Male;United States;GA;No;No;No;Never;More than 1000;Yes;Yes;Yes;Yes;Don't know;Don't know;Yes;Somewhat easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
40;M;United States;OH;No;No;Yes;Sometimes;More than 1000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;Yes;Maybe;No;No;No;Maybe;No;Yes
30;Male;United States;NJ;No;No;No;?;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;No;No;Yes;No
26;Female;United States;WA;No;Yes;Yes;Rarely;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Don't know;No
26;Female;United States;TX;No;Yes;Yes;Rarely;More than 1000;Yes;Yes;Yes;Yes;Yes;Don't know;Don't know;Somewhat easy;Maybe;No;Some of them;No;No;No;Don't know;No
35;male;United States;CA;No;No;No;Never;More than 1000;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Yes;Maybe;Some of them;Some of them;No;No;Don't know;No
45;male;United States;NY;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Don't know;Don't know;Yes;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;No
32;Male;United States;CA;No;No;No;Never;More than 1000;No;Yes;Yes;No;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Don't know;No
56;Male;United States;?;No;No;Yes;Never;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Don't know;Don't know;No;Maybe;Yes;Some of them;No;Maybe;Don't know;No
60;male;United States;CA;No;No;No;?;More than 1000;No;Yes;Yes;No;Don't know;Yes;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
33;Male;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;No;Yes;Yes;Don't know;Don't know;Yes;No;No;No;No;Maybe;Don't know;No
37;M;United States;NY;No;No;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Maybe;Don't know;No
23;Female;United States;NY;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Don't know;Don't know;No;No;Some of them;Some of them;No;No;Yes;No
31;f;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Yes;Somewhat easy;No;No;Yes;Yes;No;No;Yes;No
37;F;United States;CA;No;No;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;Don't know;Yes;Don't know;Somewhat easy;No;No;Some of them;Yes;No;No;Yes;No
26;Male;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Not sure;No;Don't know;Don't know;Don't know;Yes;No;No;No;No;No;No;No
27;Male;United States;CA;No;Yes;No;?;More than 1000;No;Yes;Don't know;No;Don't know;Don't know;Don't know;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
25;Male;United States;UT;No;No;No;Never;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
22;Female;United States;NY;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;No;No;Some of them;No;No;Yes;Yes
29;Male;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;No;No;Don't know;Don't know;Don't know;Yes;No;Some of them;Some of them;No;Maybe;No;No
24;female;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Yes;Yes;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No
25;m;United States;CA;No;No;No;?;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;No;No;No;No;Maybe;Don't know;No
30;Female;United States;CO;No;No;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;Maybe;No;Some of them;No;No;Don't know;No
25;Male;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;Not sure;Don't know;Yes;Don't know;Don't know;No;No;Yes;Yes;No;No;Yes;No
25;Male;Canada;?;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Yes;Maybe;Some of them;No;No;No;No;No
29;F;United States;CA;Yes;No;No;Sometimes;More than 1000;No;Yes;Yes;Not sure;Don't know;No;Don't know;Very easy;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
24;Male;United States;MA;No;No;No;?;More than 1000;No;Yes;Yes;Yes;Don't know;Don't know;Yes;Don't know;Yes;No;No;No;No;Maybe;Don't know;No
27;Male;United States;CA;No;No;No;Sometimes;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Very easy;Yes;No;No;No;No;Maybe;No;No
36;Male;United States;IA;No;No;No;?;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Don't know;No
54;M;United States;CA;No;Yes;Yes;Never;More than 1000;No;Yes;Don't know;No;Yes;Yes;Don't know;Don't know;No;No;No;Yes;No;No;Don't know;No
22;Male;United States;CA;No;No;No;Sometimes;More than 1000;No;Yes;Don't know;No;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No
25;non-binary;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Yes;No
27;Male;United States;MA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;No;No;No;No;No;Yes;Yes;No
26;male;United States;CA;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;Not sure;Don't know;Yes;Don't know;Don't know;Maybe;No;Some of them;No;No;No;Don't know;No
34;M;United States;WA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Don't know;Yes;Yes;Don't know;Maybe;Maybe;No;No;No;No;Don't know;No
32;Male;United States;MI;No;Yes;Yes;Rarely;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Don't know;No;No;Some of them;Yes;No;Yes;Yes;No
28;Male;United States;GA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Somewhat difficult;Maybe;Maybe;No;No;No;No;No;No
35;Male;United States;CA;No;Yes;No;?;More than 1000;No;Yes;Yes;No;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;No;No;Don't know;No
22;F;United States;WA;No;No;No;?;More than 1000;No;Yes;Yes;No;Yes;Yes;Yes;Somewhat easy;No;No;No;Some of them;No;No;Yes;No
41;m;United States;WA;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;No;Yes;Yes;Don't know;Somewhat difficult;Maybe;No;Yes;Some of them;No;Maybe;No;Yes
55;M;United States;PA;No;Yes;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Yes;Yes;No;No;Yes;No
27;female;United States;WA;No;No;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;No;No;Yes;Don't know;Yes;Maybe;No;No;No;No;No;No
34;woman;United States;NY;No;Yes;Yes;Rarely;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Very difficult;Maybe;Maybe;Some of them;Some of them;No;No;Yes;No
26;F;United States;CA;No;Yes;Yes;Never;More than 1000;No;Yes;Yes;Yes;No;Yes;Yes;Don't know;Maybe;No;No;No;No;No;Don't know;No
27;Male;United States;CA;No;No;Yes;Rarely;More than 1000;No;Yes;Yes;No;Yes;Yes;Yes;Don't know;No;No;Some of them;Yes;No;Maybe;Yes;No
27;female;United States;CO;No;Yes;Yes;Rarely;More than 1000;Yes;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;Maybe;No;Yes;No;No;Don't know;No
33;Female;Sweden;?;No;Yes;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;No;Yes;Yes;Don't know;Maybe;No;Some of them;No;No;Yes;Don't know;No
40;female;United States;PA;No;Yes;Yes;Rarely;More than 1000;No;No;Yes;No;Don't know;Don't know;Don't know;Somewhat easy;Maybe;Maybe;No;No;No;No;Don't know;No
31;Male;United States;SC;No;No;No;Never;More than 1000;No;Yes;Don't know;No;No;Don't know;Don't know;Somewhat easy;Yes;No;Some of them;No;No;No;Don't know;No
29;Male;United States;TX;No;No;No;Never;More than 1000;No;No;Yes;Not sure;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Don't know;No
23;male;United States;CA;No;No;No;?;More than 1000;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;Maybe;No;No
33;Male;United States;CA;No;No;No;?;More than 1000;Yes;Yes;Don't know;No;Don't know;Don't know;Don't know;Don't know;Yes;No;Some of them;No;No;Maybe;Yes;No
33;male;United States;OH;No;Yes;Yes;Often;More than 1000;Yes;Yes;Yes;Yes;No;No;Don't know;Somewhat easy;Yes;No;No;No;No;No;No;No
31;Female;United States;OH;No;Yes;Yes;Rarely;More than 1000;No;No;Don't know;Not sure;No;Don't know;Don't know;Very difficult;Yes;Maybe;No;No;No;Maybe;No;No
21;male;United States;MA;No;Yes;No;Never;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;No;Maybe;Don't know;Yes
31;Enby;United Kingdom;?;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;No;No;No;Don't know;Don't know;Yes;Maybe;No;No;No;Yes;Yes;No
28;Female;United States;NY;No;No;Yes;Rarely;More than 1000;No;No;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;No;No;No;No;No;Don't know;No
26;Female;United States;MD;No;No;No;?;More than 1000;No;No;Yes;Not sure;Yes;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;No;Don't know;No
23;Male;United States;IN;No;No;No;?;More than 1000;No;No;Yes;No;No;No;Don't know;Don't know;No;No;Yes;No;No;Yes;Don't know;No
24;Female;United States;OR;No;No;No;?;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;Yes;Yes;Yes;No
26;Male;United States;WA;No;No;No;?;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;Yes
36;Male;United States;KY;No;No;No;Rarely;More than 1000;Yes;Yes;Yes;No;Yes;Don't know;Don't know;Somewhat easy;Maybe;No;No;No;No;No;Don't know;No
41;m;United States;PA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;Maybe;No;Some of them;Yes;Maybe;Yes;Yes;Yes
39;Male;United States;CA;No;Yes;No;Often;More than 1000;No;Yes;Yes;No;No;Don't know;Don't know;Don't know;Yes;No;Some of them;Some of them;No;Maybe;No;Yes
34;M;United States;VT;No;Yes;No;?;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;Yes
37;Male;Canada;?;No;Yes;Yes;Rarely;More than 1000;No;No;Yes;Yes;Yes;Yes;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
40;Genderqueer;United States;VA;No;Yes;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Don't know;Yes;Don't know;Yes;Maybe;No;Some of them;No;Maybe;Yes;No
30;male;United States;WA;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;Yes;Yes;No;Don't know;Very difficult;Yes;No;Some of them;No;No;No;No;Yes
36;Male;United States;MI;No;No;No;Sometimes;More than 1000;No;Yes;Don't know;No;No;No;Yes;Somewhat easy;No;No;Yes;Yes;Maybe;Yes;Don't know;No
57;M;United States;CA;No;Yes;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;No;No;Don't know;Don't know;Maybe;No;Some of them;Yes;No;Maybe;No;No
28;Male;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;Yes;No;No;No;No;No;Very difficult;Yes;Maybe;No;Some of them;No;Maybe;No;No
58;Male;United States;CA;No;No;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;No;Some of them;Yes;No;Yes;Yes;No
39;Female;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Yes;Don't know;Don't know;Yes;No;Some of them;Some of them;No;Maybe;No;Yes
57;Male;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Not sure;Yes;Yes;Don't know;Don't know;Maybe;Maybe;No;No;No;Maybe;Don't know;No
43;M;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;Maybe;No;No;No;Yes;Don't know;No
31;Male;United States;CA;No;No;No;?;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Yes;Don't know;No;No;No;Some of them;No;No;Yes;No
23;Female;United States;NY;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;Not sure;Don't know;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Yes;Yes
36;m;United States;TX;No;No;Yes;Sometimes;More than 1000;No;No;Yes;Not sure;No;No;Don't know;Somewhat difficult;Yes;Maybe;Some of them;No;No;No;No;Yes
54;Male;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;Yes;No;No;Yes;Yes;Yes;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;No;No
40;Male;Ireland;?;Yes;Yes;No;?;More than 1000;No;Yes;No;No;No;No;No;Don't know;Yes;Maybe;Some of them;No;No;Maybe;No;Yes
25;Male;Germany;?;No;No;No;Never;More than 1000;No;No;Don't know;Not sure;Don't know;Yes;Don't know;Don't know;No;No;Yes;Yes;No;Yes;Don't know;No
46;male;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Don't know;Don't know;Maybe;No;Some of them;No;No;No;Yes;No
47;M;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Don't know;Very easy;No;No;Some of them;Yes;No;Yes;Yes;No
22;Male;United States;CA;No;No;No;?;More than 1000;No;Yes;Yes;Not sure;Yes;Don't know;Yes;Don't know;No;No;Some of them;Yes;No;Maybe;Yes;No
29;M;United States;CA;No;No;No;?;More than 1000;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Maybe;No;No;No;No;Maybe;Don't know;No
38;male;United States;VA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Not sure;Yes;Yes;Yes;Don't know;Yes;No;No;No;No;No;No;No
38;Female;United States;PA;No;Yes;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Very easy;Maybe;No;Yes;Yes;No;No;No;Yes
62;M;United States;CA;No;No;No;Never;More than 1000;No;Yes;Yes;Yes;Don't know;Yes;Don't know;Don't know;Maybe;No;Some of them;Yes;Maybe;Maybe;Yes;No
23;F;United States;TX;No;No;No;?;More than 1000;No;No;Don't know;Not sure;Don't know;Don't know;Yes;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
35;Male;United States;AZ;No;No;No;?;More than 1000;No;No;No;No;No;No;Don't know;Don't know;Maybe;Maybe;No;No;No;No;No;No
26;M;United States;CA;No;Yes;Yes;Never;More than 1000;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;No;No;No;No;No;No
36;Male;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;No;No;Yes;Don't know;Somewhat difficult;Yes;No;Some of them;Yes;No;Yes;No;No
21;M;United States;CA;No;Yes;No;?;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;No;No;Some of them;Yes;No;Maybe;Yes;No
32;Female;Canada;?;No;No;Yes;Often;More than 1000;No;No;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Don't know;No
34;M;Australia;?;No;No;No;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;No;Maybe;Yes;No
24;M;United States;CA;No;No;No;?;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Yes;No
33;Male;Australia;?;No;No;No;Never;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Yes;Very easy;No;No;Some of them;Yes;Maybe;Yes;Yes;No
28;male;United States;GA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;No;Yes;Somewhat difficult;Maybe;No;Some of them;No;No;Maybe;No;No
32;Male;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;No;No;Yes;Don't know;Somewhat easy;No;No;Yes;Some of them;Maybe;Yes;Don't know;No
31;male;United States;CA;No;Yes;No;Sometimes;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Don't know;Somewhat easy;Maybe;No;No;Some of them;No;Yes;No;No
42;Make;United States;CA;No;No;Yes;Often;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;Maybe;Yes;Yes;Maybe;Maybe;Don't know;No
41;male;United States;CA;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;Yes
29;Male;Canada;?;No;No;Yes;Never;More than 1000;No;No;Yes;Not sure;Yes;Yes;Yes;Somewhat difficult;Maybe;No;Some of them;No;No;Maybe;Don't know;Yes
41;m;United States;TN;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Not sure;Yes;Yes;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;No;No
27;male;United States;PA;No;No;No;?;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Yes;Don't know;Maybe;Maybe;No;No;No;Maybe;No;No
37;Male;United States;WA;No;No;No;Often;More than 1000;No;No;Don't know;No;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;No;No;No
29;Male;United States;WA;No;No;No;Rarely;More than 1000;No;Yes;Yes;No;No;No;Don't know;Very easy;Yes;Maybe;Some of them;No;No;No;Don't know;No
23;female;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;Maybe;No;No;No;No;Don't know;No
29;Female;Australia;?;No;Yes;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;No;Somewhat difficult;Yes;No;Some of them;Some of them;No;No;No;Yes
39;M;United States;FL;No;No;No;Rarely;More than 1000;Yes;No;Don't know;No;Yes;Yes;Don't know;Don't know;No;No;Some of them;Some of them;No;Maybe;Don't know;No
30;M;United Kingdom;?;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Don't know;Yes;Don't know;Maybe;No;Some of them;Yes;No;Yes;Yes;No
20;F;Switzerland;?;No;No;No;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;No;Maybe;Yes;No
32;Male;United States;CA;No;No;No;Never;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
30;Male;Italy;?;No;No;No;Sometimes;More than 1000;No;No;Don't know;No;No;No;Yes;Very easy;No;No;Some of them;Some of them;No;No;Don't know;No
24;male;Ireland;?;No;No;No;?;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;No;No;No;No;Don't know;No
38;Male;United States;MN;No;No;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
29;female;Canada;?;No;No;Yes;Rarely;More than 1000;Yes;No;Yes;Yes;Yes;Don't know;Yes;Somewhat easy;No;No;No;Yes;No;Maybe;Don't know;No
23;Female;India;?;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Yes;Maybe;No;No;No;No;Don't know;No
33;female;United States;NC;No;Yes;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;No;No;Yes;No
28;Female;Canada;?;No;No;No;?;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Don't know;Somewhat easy;No;No;Some of them;Yes;No;No;Don't know;No
39;F;United States;TX;No;No;No;?;More than 1000;Yes;No;No;Yes;No;No;Don't know;Very difficult;Yes;Maybe;No;No;No;Maybe;No;No
30;male;Canada;?;No;Yes;Yes;Sometimes;More than 1000;No;No;Don't know;No;No;No;No;Very difficult;Yes;No;Some of them;No;No;Yes;No;Yes
29;Male;United States;MN;No;No;No;?;More than 1000;No;No;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Yes;Yes;No;No;No;No
43;male;United States;NY;No;No;No;?;More than 1000;No;No;Yes;Yes;Don't know;Yes;Yes;Don't know;No;No;Some of them;Yes;No;Maybe;Don't know;No
36;Male;United States;TN;No;Yes;Yes;Sometimes;More than 1000;Yes;No;Don't know;No;Don't know;Don't know;Don't know;Don't know;Yes;Maybe;No;No;No;Maybe;Don't know;No
42;male;Germany;?;No;No;No;?;More than 1000;Yes;Yes;Don't know;Not sure;Yes;Yes;Yes;Very easy;No;No;Some of them;No;No;Maybe;Yes;No
36;M;United States;CA;No;No;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;No;No;Yes;No
26;M;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;No;Yes;Don't know;Don't know;Somewhat difficult;Yes;Maybe;No;No;No;Maybe;No;No
21;Male;United States;IL;No;No;Yes;Often;More than 1000;No;No;No;Yes;No;No;No;Don't know;Yes;No;Some of them;Some of them;No;Yes;No;Yes
32;Male;United Kingdom;?;No;No;No;?;More than 1000;No;No;Don't know;Not sure;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Yes;Don't know;No
28;Male;United Kingdom;?;No;No;No;?;More than 1000;No;No;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;Yes;Yes;No;No
32;Neuter;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;No;Don't know;No;Yes;Yes;Don't know;Don't know;No;No;Yes;Some of them;Yes;Yes;Yes;Yes
27;Female;United States;WA;No;No;No;?;More than 1000;No;Yes;Don't know;Not sure;No;Yes;Don't know;Don't know;Maybe;No;Some of them;Yes;No;No;Don't know;No
